Ticker,Category,Fundamental Cluster,Risk Cluster
PXE,Equity Energy,"Low Fundamental ETF’s (Energy, Health,Finance)",High Risk - Double Market Volatile
EMFM,Diversified Emerging Mkts,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
TUSA,Mid-Cap Blend,Mid Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
JPN,Japan Stock,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
EMIF,Diversified Emerging Mkts,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
MLPO,Energy Limited Partnership,"Low Fundamental ETF’s (Energy, Health,Finance)",High Risk - Double Market Volatile
QDYN,Large Value,Mid Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
SEF,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
FLQG,World Stock,Mid Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
EEMO,Diversified Emerging Mkts,High Fundamental Broad Market,Moderat Risk - Slighty Below Market Volatility
FLN,Latin America Stock,Low Fundamentals Broad Market,High Risk - Double Market Volatile
UAE,Miscellaneous Region,"Low Fundamental ETF’s (Energy, Health,Finance)",High Risk - Double Market Volatile
DBGR,Miscellaneous Region,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
JHME,,"Low Fundamental ETF’s (Energy, Health,Finance)",High Risk - Double Market Volatile
ASHX,China Region,Mid Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
KFYP,China Region,Low Fundamentals Broad Market,Moderat/High Risk - Slightly Above Market Volatility
FCA,China Region,Low Fundamentals Broad Market,Moderat/High Risk - Slightly Above Market Volatility
SMEZ,Europe Stock,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
UPW,Trading--Leveraged Equity,Market Leveraged ETF,High Risk - Double Market Volatile
HEWC,Miscellaneous Region,Mid Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
EFO,Trading--Leveraged Equity,Market Leveraged ETF,High Risk - Double Market Volatile
UGE,Trading--Leveraged Equity,Market Leveraged ETF,High Risk - Double Market Volatile
ZGBR,Miscellaneous Region,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
IMLP,Energy Limited Partnership,"Low Fundamental ETF’s (Energy, Health,Finance)",High Risk - Double Market Volatile
DZK,Trading--Leveraged Equity,Market Leveraged ETF,High Risk - Double Market Volatile
FRAK,Equity Energy,"Low Fundamental ETF’s (Energy, Health,Finance)",High Risk - Double Market Volatile
EFZ,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
BIS,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
IDLB,Foreign Large Blend,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
FLQH,Foreign Large Blend,Mid Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
AFTY,China Region,Mid Fundamentals Broad Market,Moderat/High Risk - Slightly Above Market Volatility
EPV,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
SDYL,Trading--Leveraged Equity,Market Leveraged ETF,High Risk - Double Market Volatile
HEWU,Miscellaneous Region,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
PSCM,Natural Resources,Mid Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
FBZ,Latin America Stock,Low Fundamentals Broad Market,High Risk - Double Market Volatile
CEZ,,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
FTRI,Natural Resources,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
EUDV,,Mid Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
USLB,Mid-Cap Blend,Mid Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
UBR,Trading--Leveraged Equity,Market Leveraged ETF,High Risk - Double Market Volatile
RFAP,Diversified Pacific/Asia,Mid Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
FDTS,Foreign Small/Mid Value,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
IDMO,Foreign Large Growth,High Fundamental Broad Market,Moderat Risk - Slighty Below Market Volatility
PXJ,Equity Energy,"Low Fundamental ETF’s (Energy, Health,Finance)",High Risk - Double Market Volatile
SMDD,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
JPNL,Trading--Leveraged Equity,Market Leveraged ETF,High Risk - Double Market Volatile
AMU,Energy Limited Partnership,"Low Fundamental ETF’s (Energy, Health,Finance)",High Risk - Double Market Volatile
FLM,Industrials,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
ROSC,Small Value,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
EEV,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
SBB,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
DEFA,Foreign Large Blend,Mid Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
SPXN,Large Blend,High Fundamental Broad Market,Moderat/High Risk - Slightly Above Market Volatility
EURZ,Europe Stock,Mid Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
REW,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
ESGS,,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
EZJ,Trading--Leveraged Equity,Market Leveraged ETF,High Risk - Double Market Volatile
UPV,Trading--Leveraged Equity,Market Leveraged ETF,High Risk - Double Market Volatile
EWV,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
QVM,,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
SPXT,Large Blend,Mid Fundamentals Broad Market,Moderat/High Risk - Slightly Above Market Volatility
ESGN,,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
FTLB,Option Writing,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
YXI,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
WIL,Large Blend,"Low Fundamental ETF’s (Energy, Health,Finance)",Moderat Risk - Slighty Below Market Volatility
SSG,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
NFTY,India Equity,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
FTAG,Natural Resources,Mid Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
FHK,China Region,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
SDD,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
HJPX,Japan Stock,Low Fundamentals Broad Market,Moderat/High Risk - Slightly Above Market Volatility
DDG,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
FCAN,Miscellaneous Region,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
MZZ,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
FAUS,Miscellaneous Region,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
MLPG,Energy Limited Partnership,"Low Fundamental ETF’s (Energy, Health,Finance)",High Risk - Double Market Volatile
SMN,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
CHII,China Region,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
RODI,Large Blend,"Low Fundamental ETF’s (Energy, Health,Finance)",Moderat/High Risk - Slightly Above Market Volatility
SDP,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
CHIM,China Region,Low Fundamentals Broad Market,Moderat/High Risk - Slightly Above Market Volatility
FKO,Miscellaneous Region,Low Fundamentals Broad Market,High Risk - Double Market Volatile
SPXV,Large Blend,High Fundamental Broad Market,Moderat/High Risk - Slightly Above Market Volatility
EFU,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
CHIE,China Region,Low Fundamentals Broad Market,Moderat Risk - Slighty Below Market Volatility
RXD,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
SIJ,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
SBM,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
EEH,Large Blend,"Low Fundamental ETF’s (Energy, Health,Finance)",Moderat/High Risk - Slightly Above Market Volatility
LTL,Trading--Leveraged Equity,Market Leveraged ETF,High Risk - Double Market Volatile
HEWW,Miscellaneous Region,Low Fundamentals Broad Market,High Risk - Double Market Volatile
SCC,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
SZK,Trading--Inverse Equity,Market Inverse ETF,Betting against the market 
