Ticker,pe,pb,pcf,ps,cluster,Category,Fundamental Cluster
IJAN,21.18,1.65,10.02,1.36,1,Foreign Large Blend,Mid Fundamentals Broad Market
CHIX,6.94,0.68,0.0,1.24,5,China Region,"Low Fundamental ETF’s (Energy, Health,Finance)"
VFMV,27.76,4.05,16.08,2.51,3,Mid-Cap Blend,High Fundamental Broad Market
LVHI,13.6,1.43,6.05,0.92,2,Foreign Large Value,Low Fundamentals Broad Market
KGRN,15.01,2.09,11.03,1.41,2,China Region,Low Fundamentals Broad Market
QTUM,28.02,3.74,15.3,2.38,3,Technology,High Fundamental Broad Market
EWO,15.57,0.97,5.43,0.97,2,Miscellaneous Region,Low Fundamentals Broad Market
XTL,29.46,2.07,7.47,1.48,1,Communications,Mid Fundamentals Broad Market
KORU,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
GERM,0.0,5.41,0.0,3.68,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
BRF,17.17,1.7,7.28,1.16,2,Latin America Stock,Low Fundamentals Broad Market
UBOT,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
LEGR,17.89,1.41,9.39,1.63,2,,Low Fundamentals Broad Market
TPOR,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
PUI,17.0,2.05,8.9,2.32,1,Utilities,Mid Fundamentals Broad Market
ECNS,9.06,1.04,6.2,0.7,2,China Region,Low Fundamentals Broad Market
PBS,21.67,3.33,11.6,2.06,1,Consumer Cyclical,Mid Fundamentals Broad Market
GMAN,29.57,3.82,14.68,2.05,3,Industrials,High Fundamental Broad Market
XRLV,23.91,4.39,14.35,1.76,3,Large Blend,High Fundamental Broad Market
AFK,14.34,1.96,7.63,1.53,2,Miscellaneous Region,Low Fundamentals Broad Market
ACES,33.77,5.41,14.37,4.43,3,Equity Energy,High Fundamental Broad Market
FILL,0.0,1.12,5.91,0.87,5,Equity Energy,"Low Fundamental ETF’s (Energy, Health,Finance)"
HAP,22.49,1.67,8.28,1.05,2,Natural Resources,Low Fundamentals Broad Market
LNGR,29.54,4.16,17.52,3.68,3,Health,High Fundamental Broad Market
GFIN,29.78,3.98,15.27,2.42,3,Financial,High Fundamental Broad Market
WBIG,18.94,2.58,10.79,1.61,1,Large Value,Mid Fundamentals Broad Market
RFEM,14.37,2.39,9.66,1.62,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
PFI,21.29,2.06,0.0,2.88,5,Financial,"Low Fundamental ETF’s (Energy, Health,Finance)"
GLCN,23.54,5.01,20.6,3.01,3,China Region,High Fundamental Broad Market
JHMT,31.52,6.95,19.47,4.11,3,Technology,High Fundamental Broad Market
DMRE,19.22,2.05,12.54,2.21,1,Diversified Emerging Mkts,Mid Fundamentals Broad Market
CNCR,0.0,5.84,0.0,8.36,5,Health,"Low Fundamental ETF’s (Energy, Health,Finance)"
THCX,0.0,3.09,0.0,2.89,5,Miscellaneous Sector,"Low Fundamental ETF’s (Energy, Health,Finance)"
RETL,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
IMOM,26.28,6.85,22.75,4.41,3,Foreign Large Growth,High Fundamental Broad Market
XMVM,14.22,1.35,6.14,0.65,2,Mid-Cap Value,Low Fundamentals Broad Market
CSF,19.12,1.89,9.44,1.27,2,Small Blend,Low Fundamentals Broad Market
KNOW,15.88,1.81,8.68,0.82,2,Mid-Cap Value,Low Fundamentals Broad Market
CNXT,34.63,6.61,26.98,4.27,3,China Region,High Fundamental Broad Market
ARGT,11.08,1.32,4.64,1.41,2,Miscellaneous Region,Low Fundamentals Broad Market
MLPI,0.0,0.0,0.0,0.0,5,Energy Limited Partnership,"Low Fundamental ETF’s (Energy, Health,Finance)"
KCE,18.98,2.86,0.0,2.69,5,Financial,"Low Fundamental ETF’s (Energy, Health,Finance)"
ZCAN,18.21,1.91,10.52,1.85,1,Miscellaneous Region,Mid Fundamentals Broad Market
DBLV,20.78,1.81,12.44,1.47,1,Large Value,Mid Fundamentals Broad Market
GXG,17.1,1.16,6.13,1.25,2,Miscellaneous Region,Low Fundamentals Broad Market
QWLD,22.63,2.33,11.67,1.73,1,World Stock,Mid Fundamentals Broad Market
BDCZ,0.0,0.0,0.0,0.0,5,Financial,"Low Fundamental ETF’s (Energy, Health,Finance)"
ROAM,12.25,1.36,6.76,0.75,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
JHMH,25.36,4.63,15.83,1.4,3,Health,High Fundamental Broad Market
HIBL,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
PXQ,32.46,6.35,21.72,4.33,3,Technology,High Fundamental Broad Market
WBIL,22.71,5.09,12.46,2.3,3,Large Blend,High Fundamental Broad Market
EVSTC,30.74,4.84,19.37,3.22,3,,High Fundamental Broad Market
BKSE,21.66,2.56,11.73,1.64,1,Small Blend,Mid Fundamentals Broad Market
ALTL,17.51,1.44,8.39,1.22,2,Large Blend,Low Fundamentals Broad Market
MLPC,0.0,0.0,0.0,0.0,5,Energy Limited Partnership,"Low Fundamental ETF’s (Energy, Health,Finance)"
QMOM,0.0,14.72,33.61,7.93,3,,High Fundamental Broad Market
NGE,7.34,1.05,6.04,1.07,2,Miscellaneous Region,Low Fundamentals Broad Market
BBC,0.0,4.87,0.0,8.43,5,Health,"Low Fundamental ETF’s (Energy, Health,Finance)"
BKMC,25.5,3.11,14.47,1.9,1,Mid-Cap Blend,Mid Fundamentals Broad Market
UFO,18.98,1.7,7.81,1.72,2,,Low Fundamentals Broad Market
CIZ,20.05,1.66,10.11,1.32,1,Foreign Large Blend,Mid Fundamentals Broad Market
WBIY,14.33,1.54,5.25,0.79,2,Mid-Cap Value,Low Fundamentals Broad Market
JHMI,25.28,4.04,14.39,1.83,3,,High Fundamental Broad Market
ENFR,18.18,1.19,4.9,0.76,2,Energy Limited Partnership,Low Fundamentals Broad Market
JIG,38.74,7.24,24.79,5.71,3,,High Fundamental Broad Market
UYM,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
UMDD,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
HOMZ,21.39,2.1,9.8,1.68,1,,Mid Fundamentals Broad Market
VFLQ,21.24,2.05,10.7,1.56,1,Mid-Cap Blend,Mid Fundamentals Broad Market
HAIL,24.99,3.16,8.55,1.27,1,Mid-Cap Growth,Mid Fundamentals Broad Market
LOUP,42.23,3.68,13.3,2.11,1,,Mid Fundamentals Broad Market
SSPY,21.9,2.54,11.75,1.36,1,,Mid Fundamentals Broad Market
EUDG,18.79,2.52,9.76,1.62,1,Europe Stock,Mid Fundamentals Broad Market
FJP,13.63,1.03,6.45,0.64,2,Japan Stock,Low Fundamentals Broad Market
JHMC,30.9,6.15,13.27,1.86,3,Consumer Cyclical,High Fundamental Broad Market
TRND,25.06,2.64,13.3,1.98,1,World Stock,Mid Fundamentals Broad Market
MJJ,0.0,0.0,0.0,0.0,5,Miscellaneous Sector,"Low Fundamental ETF’s (Energy, Health,Finance)"
DURA,21.2,3.11,11.06,2.8,1,Large Value,Mid Fundamentals Broad Market
BATT,32.16,3.59,12.61,1.43,1,,Mid Fundamentals Broad Market
KLCD,25.04,3.4,12.76,1.52,1,Large Blend,Mid Fundamentals Broad Market
DIVB,21.51,2.47,12.12,1.94,1,,Mid Fundamentals Broad Market
WEBL,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
PQIN,17.84,1.32,7.92,0.98,2,Foreign Large Blend,Low Fundamentals Broad Market
LEAD,30.6,7.56,21.51,3.23,3,,High Fundamental Broad Market
EWK,15.62,1.59,9.77,1.61,2,Miscellaneous Region,Low Fundamentals Broad Market
WBIE,20.24,4.21,12.09,1.94,1,Large Blend,Mid Fundamentals Broad Market
TADS,25.99,4.32,15.61,1.49,3,Large Blend,High Fundamental Broad Market
EWGS,21.68,1.71,8.53,0.85,2,Miscellaneous Region,Low Fundamentals Broad Market
ERSX,31.5,6.82,18.87,2.82,3,Foreign Small/Mid Blend,High Fundamental Broad Market
HIBS,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
POTX,0.0,2.35,0.0,4.67,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
KBWR,17.65,1.31,0.0,4.09,5,Financial,"Low Fundamental ETF’s (Energy, Health,Finance)"
DWSH,0.0,0.0,0.0,0.0,5,Bear Market,"Low Fundamental ETF’s (Energy, Health,Finance)"
BKIE,21.04,1.82,10.63,1.55,1,Foreign Large Blend,Mid Fundamentals Broad Market
NORW,17.62,1.75,7.77,1.48,2,Miscellaneous Region,Low Fundamentals Broad Market
DDLS,13.08,1.14,5.73,0.72,2,Foreign Small/Mid Value,Low Fundamentals Broad Market
ABEQ,20.3,1.69,12.66,1.86,1,Large Value,Mid Fundamentals Broad Market
FSMD,18.29,2.25,8.77,1.32,2,,Low Fundamentals Broad Market
BKEM,19.65,2.17,12.05,1.95,1,Diversified Emerging Mkts,Mid Fundamentals Broad Market
FVL,24.26,4.13,15.54,1.65,3,Mid-Cap Blend,High Fundamental Broad Market
YANG,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
DUSL,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
JOYY,32.47,7.1,20.58,4.69,3,Industrials,High Fundamental Broad Market
WBIF,19.42,3.15,10.01,1.41,1,Large Value,Mid Fundamentals Broad Market
TDVG,29.43,4.45,18.33,3.31,3,,High Fundamental Broad Market
IDX,18.37,1.89,7.34,1.7,2,Miscellaneous Region,Low Fundamentals Broad Market
EJUL,0.0,0.0,0.0,0.0,5,Option Writing,"Low Fundamental ETF’s (Energy, Health,Finance)"
VEGN,28.92,4.84,16.31,3.24,3,Large Blend,High Fundamental Broad Market
KOL,9.31,0.78,4.41,0.98,2,Miscellaneous Sector,Low Fundamentals Broad Market
ERY,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
RESE,18.32,2.05,9.8,1.23,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
FNK,14.03,1.52,7.92,1.12,2,Small Value,Low Fundamentals Broad Market
VEGI,24.82,2.27,10.08,1.06,1,Natural Resources,Mid Fundamentals Broad Market
PAK,6.94,1.09,5.2,0.77,2,Miscellaneous Region,Low Fundamentals Broad Market
XPP,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
IPOS,28.84,5.81,14.29,2.22,3,Foreign Small/Mid Growth,High Fundamental Broad Market
ZMLP,10.87,1.68,4.92,0.57,2,Energy Limited Partnership,Low Fundamentals Broad Market
KSCD,22.68,2.13,12.99,1.36,1,Small Blend,Mid Fundamentals Broad Market
ASHS,22.89,2.07,11.4,1.17,1,China Region,Mid Fundamentals Broad Market
SPUS,31.6,7.26,20.86,4.85,3,,High Fundamental Broad Market
SPVM,16.39,1.92,7.58,0.7,2,Large Value,Low Fundamentals Broad Market
EUSC,13.94,1.3,5.96,0.93,2,Europe Stock,Low Fundamentals Broad Market
BMLP,0.0,0.0,0.0,0.0,5,Energy Limited Partnership,"Low Fundamental ETF’s (Energy, Health,Finance)"
SMHB,0.0,0.0,0.0,0.0,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
EURL,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
IUSS,20.5,2.24,7.64,1.0,2,Small Blend,Low Fundamentals Broad Market
DAX,23.41,1.67,8.06,1.06,2,Miscellaneous Region,Low Fundamentals Broad Market
PSCC,25.76,2.76,11.58,0.44,1,Consumer Defensive,Mid Fundamentals Broad Market
ASEA,15.79,1.39,0.0,2.25,5,Pacific/Asia ex-Japan Stk,"Low Fundamental ETF’s (Energy, Health,Finance)"
CHGX,29.45,4.85,17.33,2.91,3,Large Blend,High Fundamental Broad Market
VLU,20.69,1.92,9.61,1.22,2,Large Value,Low Fundamentals Broad Market
TPSC,18.94,1.87,9.49,1.3,2,Small Blend,Low Fundamentals Broad Market
YGRN,0.0,0.0,0.0,0.0,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
RSXJ,12.3,1.31,3.55,0.6,2,Miscellaneous Region,Low Fundamentals Broad Market
DXJS,13.29,0.77,5.89,0.48,2,Japan Stock,Low Fundamentals Broad Market
RWGV,35.22,11.11,22.35,4.24,3,Large Growth,High Fundamental Broad Market
ICOW,15.54,1.29,4.44,0.63,2,Foreign Large Value,Low Fundamentals Broad Market
LBJ,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
LFEQ,27.41,3.97,16.27,2.65,3,,High Fundamental Broad Market
IQDY,14.89,1.73,8.74,1.12,2,Foreign Large Value,Low Fundamentals Broad Market
IEIH,24.78,6.02,16.17,4.61,3,Health,High Fundamental Broad Market
PSET,27.4,5.45,19.52,3.42,3,,High Fundamental Broad Market
DEEP,10.35,1.2,4.75,0.58,2,Small Value,Low Fundamentals Broad Market
DVYA,12.11,0.71,5.9,1.16,2,Diversified Pacific/Asia,Low Fundamentals Broad Market
USDY,18.85,2.1,10.2,1.25,2,,Low Fundamentals Broad Market
EVX,20.17,3.5,12.33,1.85,1,Industrials,Mid Fundamentals Broad Market
AWAY,0.0,3.37,0.0,3.92,5,Consumer Cyclical,"Low Fundamental ETF’s (Energy, Health,Finance)"
EJAN,19.32,2.04,11.03,1.62,1,Diversified Emerging Mkts,Mid Fundamentals Broad Market
DXGE,20.24,1.66,6.41,0.7,2,Miscellaneous Region,Low Fundamentals Broad Market
CALF,13.65,1.63,3.92,0.44,2,Small Value,Low Fundamentals Broad Market
IZRL,29.8,3.69,12.85,2.15,1,Miscellaneous Region,Mid Fundamentals Broad Market
UTES,24.46,2.26,11.42,3.1,1,,Mid Fundamentals Broad Market
ISZE,19.79,1.41,9.08,1.07,2,Foreign Large Blend,Low Fundamentals Broad Market
EFNL,21.75,2.47,11.44,1.19,1,Miscellaneous Region,Mid Fundamentals Broad Market
PSCF,16.5,1.31,0.0,2.58,5,Financial,"Low Fundamental ETF’s (Energy, Health,Finance)"
ALFA,38.48,11.33,28.87,4.8,3,,High Fundamental Broad Market
EWSC,19.49,1.62,6.64,0.83,2,Small Blend,Low Fundamentals Broad Market
ZDEU,21.88,1.69,7.88,1.05,2,Miscellaneous Region,Low Fundamentals Broad Market
JHMF,17.75,1.55,0.0,2.14,5,Financial,"Low Fundamental ETF’s (Energy, Health,Finance)"
BBP,0.0,5.47,0.0,5.37,5,Health,"Low Fundamental ETF’s (Energy, Health,Finance)"
CN,19.02,2.41,16.32,1.94,1,China Region,Mid Fundamentals Broad Market
UCC,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
FLQM,24.76,3.95,14.38,1.86,3,Mid-Cap Blend,High Fundamental Broad Market
SIXS,13.59,1.64,5.47,0.59,2,Small Blend,Low Fundamentals Broad Market
PSCE,0.0,1.23,4.23,0.99,5,Equity Energy,"Low Fundamental ETF’s (Energy, Health,Finance)"
NRGZ,0.0,0.0,0.0,0.0,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
JHCS,24.91,3.24,10.62,2.55,1,Communications,Mid Fundamentals Broad Market
FEUZ,14.75,1.13,7.11,0.82,2,Europe Stock,Low Fundamentals Broad Market
EUM,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
DDIV,19.02,1.69,10.4,1.88,1,Mid-Cap Value,Mid Fundamentals Broad Market
BDCS,0.0,0.0,0.0,0.0,5,Financial,"Low Fundamental ETF’s (Energy, Health,Finance)"
CWS,27.24,4.36,18.79,3.04,3,Mid-Cap Growth,High Fundamental Broad Market
XCEM,21.1,1.86,8.88,1.46,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
EDZ,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
SAA,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
TGRW,39.12,7.85,24.01,4.07,3,,High Fundamental Broad Market
PSCD,16.45,2.93,8.16,0.73,2,Consumer Cyclical,Low Fundamentals Broad Market
JHMA,26.92,2.99,10.84,1.73,1,,Mid Fundamentals Broad Market
GXF,21.36,2.77,15.51,2.32,1,Miscellaneous Region,Mid Fundamentals Broad Market
CNBS,0.0,3.3,0.0,5.9,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
SPDV,14.67,1.79,7.66,0.92,2,Large Value,Low Fundamentals Broad Market
XSHQ,21.18,2.07,13.32,1.74,1,Small Growth,Mid Fundamentals Broad Market
SYG,30.17,8.34,16.98,2.82,3,Large Growth,High Fundamental Broad Market
GIGE,0.0,7.62,19.56,5.09,5,World Stock,"Low Fundamental ETF’s (Energy, Health,Finance)"
FID,13.1,1.1,6.99,1.06,2,Foreign Large Value,Low Fundamentals Broad Market
FLQD,18.27,2.77,10.95,2.0,1,World Stock,Mid Fundamentals Broad Market
FYLD,13.44,1.2,6.2,0.98,2,Foreign Small/Mid Value,Low Fundamentals Broad Market
FOVL,14.96,1.35,0.0,1.16,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
LRNZ,0.0,16.8,38.33,17.15,3,Technology,High Fundamental Broad Market
JHMS,20.87,3.68,12.08,1.0,1,,Mid Fundamentals Broad Market
BDCX,0.0,0.0,0.0,0.0,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
IECS,24.44,4.64,16.08,2.23,3,Consumer Defensive,High Fundamental Broad Market
FLSW,22.32,2.91,16.51,2.42,1,,Mid Fundamentals Broad Market
IDY,16.54,1.3,6.83,0.82,2,Foreign Large Value,Low Fundamentals Broad Market
XSHD,20.24,1.5,7.63,0.84,2,Small Value,Low Fundamentals Broad Market
IEDI,32.03,8.22,15.92,1.66,3,Consumer Cyclical,High Fundamental Broad Market
SDEM,7.04,0.76,5.13,0.79,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
OLD,30.68,2.03,12.92,2.79,1,Real Estate,Mid Fundamentals Broad Market
RNDM,21.4,2.0,10.03,1.36,1,Foreign Large Blend,Mid Fundamentals Broad Market
FIHD,0.0,0.0,0.0,0.0,5,World Stock,"Low Fundamental ETF’s (Energy, Health,Finance)"
EBLU,32.48,3.26,11.69,1.82,1,Natural Resources,Mid Fundamentals Broad Market
EWCO,22.84,2.77,9.35,2.14,1,Communications,Mid Fundamentals Broad Market
RWVG,22.52,2.37,12.4,1.99,1,Large Value,Mid Fundamentals Broad Market
SMCP,17.37,1.72,8.17,1.08,2,Small Growth,Low Fundamentals Broad Market
ZIG,11.57,2.22,8.73,1.23,2,,Low Fundamentals Broad Market
FLQE,12.49,1.43,9.06,1.55,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
ICOL,16.58,1.2,5.83,1.26,2,Miscellaneous Region,Low Fundamentals Broad Market
EMDV,15.74,2.0,10.87,1.07,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
EINC,19.35,1.53,4.99,1.05,2,Energy Limited Partnership,Low Fundamentals Broad Market
RNLC,24.17,3.24,12.94,1.73,1,Large Blend,Mid Fundamentals Broad Market
FLKR,18.98,1.16,7.55,0.79,2,,Low Fundamentals Broad Market
FTXH,23.03,4.02,14.15,1.4,3,Health,High Fundamental Broad Market
EDOG,13.25,1.2,4.67,0.74,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
SKF,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
ISEM,13.15,1.04,5.23,0.52,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
TEQI,21.07,1.84,10.93,1.64,1,,Mid Fundamentals Broad Market
GRES,17.83,1.58,7.74,1.08,2,Natural Resources,Low Fundamentals Broad Market
ENOR,18.13,1.79,7.96,1.49,2,Miscellaneous Region,Low Fundamentals Broad Market
KNG,24.37,3.14,13.84,1.51,1,Large Blend,Mid Fundamentals Broad Market
GSJY,19.89,1.41,8.65,0.9,2,Japan Stock,Low Fundamentals Broad Market
CID,14.59,1.07,6.35,0.86,2,Foreign Large Value,Low Fundamentals Broad Market
CHIK,35.51,4.55,20.9,1.91,3,China Region,High Fundamental Broad Market
FXP,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
UXI,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
MEXX,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
HDAW,13.96,1.53,7.65,1.15,2,Foreign Large Value,Low Fundamentals Broad Market
FLAX,19.28,1.86,11.55,1.58,1,,Mid Fundamentals Broad Market
BFIT,29.33,3.32,13.13,1.49,1,,Mid Fundamentals Broad Market
JHMU,18.92,1.93,8.93,2.27,1,,Mid Fundamentals Broad Market
FMK,23.13,2.8,12.34,1.68,1,Large Blend,Mid Fundamentals Broad Market
EMTY,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
CSA,19.12,1.89,9.44,1.27,2,Small Blend,Low Fundamentals Broad Market
VPC,0.0,0.89,0.0,7.51,5,Nontraditional Bond,"Low Fundamental ETF’s (Energy, Health,Finance)"
OEUR,22.1,3.76,13.49,2.44,3,Europe Stock,High Fundamental Broad Market
KNAB,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
PBUS,28.33,4.13,16.7,2.82,3,Large Blend,High Fundamental Broad Market
SPUU,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
SPXE,27.28,4.18,16.71,2.75,3,Large Blend,High Fundamental Broad Market
BUYZ,0.0,14.7,35.52,7.41,3,,High Fundamental Broad Market
KOIN,26.77,3.78,12.96,2.6,3,Technology,High Fundamental Broad Market
PSCU,29.12,2.33,9.1,1.33,1,Utilities,Mid Fundamentals Broad Market
XBUY,0.0,4.45,13.16,1.4,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
SYE,19.37,3.24,12.93,1.64,1,Large Blend,Mid Fundamentals Broad Market
PEX,19.25,1.06,0.0,1.91,5,Miscellaneous Sector,"Low Fundamental ETF’s (Energy, Health,Finance)"
RESD,19.42,1.79,10.39,1.39,1,,Mid Fundamentals Broad Market
FLTW,19.49,1.97,10.8,1.18,2,,Low Fundamentals Broad Market
WANT,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
PXI,0.0,1.42,4.66,1.4,5,Equity Energy,"Low Fundamental ETF’s (Energy, Health,Finance)"
FIVA,14.52,1.23,6.96,0.86,2,Foreign Large Value,Low Fundamentals Broad Market
RFEU,19.87,2.79,13.42,1.97,1,Europe Stock,Mid Fundamentals Broad Market
NACP,26.36,4.03,15.37,2.84,3,,High Fundamental Broad Market
MYY,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
FKU,16.44,1.33,7.37,0.9,2,Miscellaneous Region,Low Fundamentals Broad Market
EYLD,10.11,1.41,6.32,0.61,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
NULC,27.08,4.42,17.37,2.85,3,Large Blend,High Fundamental Broad Market
EGPT,9.08,1.25,5.86,0.78,2,Miscellaneous Region,Low Fundamentals Broad Market
MLPR,0.0,0.0,0.0,0.0,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
SYV,16.36,1.93,9.47,1.08,2,Large Value,Low Fundamentals Broad Market
GSEU,20.94,2.06,9.24,1.24,2,Europe Stock,Low Fundamentals Broad Market
PILL,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
CHIS,31.55,6.88,21.7,3.21,3,China Region,High Fundamental Broad Market
DUG,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
IDHD,15.42,1.15,6.04,0.96,2,Foreign Large Value,Low Fundamentals Broad Market
UTSL,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
NLR,14.96,0.85,4.23,0.54,2,Miscellaneous Sector,Low Fundamentals Broad Market
BNKU,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
CHIC,25.97,3.08,14.98,4.32,3,China Region,High Fundamental Broad Market
JMIN,23.56,2.89,13.06,2.05,1,Large Blend,Mid Fundamentals Broad Market
CRAK,0.0,1.14,5.95,0.38,5,Equity Energy,"Low Fundamental ETF’s (Energy, Health,Finance)"
BZQ,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
FPA,12.76,0.95,6.4,0.83,2,Pacific/Asia ex-Japan Stk,Low Fundamentals Broad Market
FIEE,0.0,0.0,0.0,0.0,5,Europe Stock,"Low Fundamental ETF’s (Energy, Health,Finance)"
FTXN,0.0,1.05,4.86,1.17,5,Equity Energy,"Low Fundamental ETF’s (Energy, Health,Finance)"
PGAL,19.73,1.33,4.25,0.67,2,Miscellaneous Region,Low Fundamentals Broad Market
PY,17.84,2.02,9.98,1.1,2,,Low Fundamentals Broad Market
DBEZ,21.4,1.67,9.44,1.23,1,Europe Stock,Mid Fundamentals Broad Market
CEY,10.5,1.02,5.46,0.65,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
IEHS,28.51,4.34,16.56,1.52,3,Health,High Fundamental Broad Market
GNAF,0.0,0.0,0.0,0.0,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
FITE,24.9,3.34,14.03,1.79,1,Technology,Mid Fundamentals Broad Market
PXE,0.0,1.51,6.53,1.61,5,Equity Energy,"Low Fundamental ETF’s (Energy, Health,Finance)"
PAMC,30.91,4.62,13.03,1.73,3,Mid-Cap Blend,High Fundamental Broad Market
EMFM,17.88,1.8,9.06,1.79,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
FEUL,0.0,0.0,0.0,0.0,5,Europe Stock,"Low Fundamental ETF’s (Energy, Health,Finance)"
TUSA,18.88,2.42,11.0,1.51,1,Mid-Cap Blend,Mid Fundamentals Broad Market
DVLU,15.2,1.36,6.58,0.96,2,Mid-Cap Value,Low Fundamentals Broad Market
EASG,21.74,1.97,10.99,1.53,1,Foreign Large Blend,Mid Fundamentals Broad Market
JPN,20.74,1.45,9.47,1.06,2,Japan Stock,Low Fundamentals Broad Market
EMIF,12.73,0.93,4.95,1.14,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
FIYY,0.0,0.0,0.0,0.0,5,World Stock,"Low Fundamental ETF’s (Energy, Health,Finance)"
FLQS,22.5,2.79,10.2,1.23,1,Small Blend,Mid Fundamentals Broad Market
SFYX,24.72,2.84,14.02,2.07,1,,Mid Fundamentals Broad Market
MJO,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
URNM,0.0,1.72,0.0,3.76,5,Natural Resources,"Low Fundamental ETF’s (Energy, Health,Finance)"
FLAU,23.61,2.12,11.92,2.67,1,,Mid Fundamentals Broad Market
EWJV,15.16,0.88,6.39,0.69,2,Japan Stock,Low Fundamentals Broad Market
MLPO,0.0,0.0,0.0,0.0,5,Energy Limited Partnership,"Low Fundamental ETF’s (Energy, Health,Finance)"
JDIV,20.42,2.04,8.02,1.36,2,Large Value,Low Fundamentals Broad Market
SSLY,19.39,1.82,7.2,0.77,2,Small Blend,Low Fundamentals Broad Market
QDYN,20.71,3.62,11.15,1.83,1,Large Value,Mid Fundamentals Broad Market
SEF,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
FLHK,20.24,1.24,8.67,2.08,1,,Mid Fundamentals Broad Market
